Time,Price
2/4/2020 6:00,28.04789474
2/4/2020 7:00,28.10442105
2/4/2020 8:00,28.16094737
2/4/2020 9:00,28.21747368
2/4/2020 10:00,28.274
2/4/2020 11:00,28.333
2/4/2020 12:00,28.482
2/4/2020 13:00,28.49090909
2/4/2020 14:00,28.49981818
2/4/2020 15:00,28.50872727
2/4/2020 16:00,28.51763636
2/4/2020 17:00,28.52654545
2/4/2020 18:00,28.53545455
2/4/2020 19:00,28.54436364
2/4/2020 20:00,28.55327273
2/4/2020 21:00,28.56218182
2/4/2020 22:00,28.57109091
2/4/2020 23:00,28.58
2/5/2020 0:00,28.58890909
2/5/2020 1:00,28.59781818
2/5/2020 2:00,28.60672727
2/5/2020 3:00,28.61563636
2/5/2020 4:00,28.62454545
2/5/2020 5:00,28.63345455
2/5/2020 6:00,28.64236364
2/5/2020 7:00,28.65127273
2/5/2020 8:00,28.66018182
2/5/2020 9:00,28.66909091
2/5/2020 10:00,28.678
2/5/2020 11:00,28.843
2/5/2020 12:00,29.158
2/5/2020 13:00,29.21
2/5/2020 14:00,29.091
2/5/2020 15:00,29.115
2/5/2020 16:00,29.11105263
2/5/2020 17:00,29.10710526
2/5/2020 18:00,29.10315789
2/5/2020 19:00,29.09921053
2/5/2020 20:00,29.09526316
2/5/2020 21:00,29.09131579
2/5/2020 22:00,29.08736842
2/5/2020 23:00,29.08342105
2/6/2020 0:00,29.07947368
2/6/2020 1:00,29.07552632
2/6/2020 2:00,29.07157895
2/6/2020 3:00,29.06763158
2/6/2020 4:00,29.06368421
2/6/2020 5:00,29.05973684
2/6/2020 6:00,29.05578947
2/6/2020 7:00,29.05184211
